EPA REGISTRATION NUMBER,PRODUCT NAME,RESTRICTED USE,COMPANY CODE,COMPANY NAME,PRODUCT TYPE,PC_NAME,PC_PCT
AZ130003,Aim Ec Herbicide,N,279,FMC CORPORATION ,nan,nan,nan
AZ140009,Assail 30 Sg Insecticide,N,8033,"NIPPON SODA CO., LTD.",INSECTICIDE,Acetamiprid,30
AZ140010,Assail 70Wp Insecticide,N,8033,"NIPPON SODA CO., LTD.","INSECTICIDE, MITICIDE",Acetamiprid,70
AZ150002,Eptam 7-E Selective Herbicide,N,10163,"GOWAN COMPANY, LLC",HERBICIDE TERRESTRIAL,"Carbamothioic acid, dipropyl-, S-ethyl ester",87.8
AZ160001,T304-40 X Ghb119 X Cot102,N,7969,BASF CORPORATION,HERBICIDE,Bacillus thuringiensis Cry1Ab protein and the genetic material necessary for its production (pTDL004 or pTDL008) in Event T303-3 or T304-40 cotton plants / Bacillus thuringiensis Vip3Aa19 protein and the genetic material necessary for its production (vector pCOT1) in Event COT102 cotton (SYN-IR102-7) / Bacillus thuringiensis Cry2Ae protein and the genetic material necessary for its production (pTEM 12) in event GHB119 or GHB714 cotton seeds.,"0.0011, 0.0116, 0.0138"
AZ170001,Citrus Pest Fumigant,N,92275,"BIRCHER EXTERMINATING SERVICES, INC",nan,Sodium cyanide,nan
AZ170002,Assail 30 Sg Insecticide,N,8033,"NIPPON SODA CO., LTD.",INSECTICIDE,Acetamiprid,30
AZ170003,Assail 70Wp Insecticide,N,8033,"NIPPON SODA CO., LTD.","INSECTICIDE, MITICIDE",Acetamiprid,70
AZ170006,Solicam Df Herbicide,N,61842,"TESSENDERLO KERLEY, INC.",HERBICIDE TERRESTRIAL,Norflurazon,78.6
AZ170007,V-10170 5 Fs Insecticide,N,59639,VALENT U.S.A. LLC,INSECTICIDE,Clothianidin,47.8
AZ170008,Arvida 70 Wp Insecticide,N,91234,"ATTICUS, LLC.",INSECTICIDE,Acetamiprid,70
AZ170010,Cot102 X Mon 15985,N,524,BAYER CROPSCIENCE LP,INSECTICIDE,Bacillus thuringiensis Vip3Aa19 protein and the genetic material necessary for its production (vector pCOT1) in Event COT102 cotton (SYN-IR102-7) / Bacillus thuringiensis var. kurstaki strain HD73(Cry1AC (synpro))insecticidal crystal protein and the genetic material necessary for its production in cotton / Bacillus thuringiensis Cry2Ab protein and the genetic material necessary for its production (vector GHBK11) in cotton,"0.0005, 0.0006, 0.054"
AZ180002,M1840 Growth Regulator,N,524,BAYER CROPSCIENCE LP,PLANT GROWTH REGULATOR,Paclobutrazol,22.3
AZ180003,Ro-Neet Herbicide,N,74530,"HELM AGRO US, INC.",HERBICIDE,Cycloate,73.9
AZ180008,Arvida 70 Wp Insecticide,N,91234,"ATTICUS, LLC.",INSECTICIDE,Acetamiprid,70
AZ200002,Assail 30 Sg Insecticide,N,8033,"NIPPON SODA CO., LTD.",INSECTICIDE,Acetamiprid,30
AZ200401,Closer Sc,N,62719,CORTEVA AGRISCIENCE LLC,"INSECTICIDE, MITICIDE",Sulfoxaflor,21.8
AZ200402,Altus®,N,432,BAYER ENVIRONMENTAL SCIENCE,INSECTICIDE,Flupyradifurone,17.09
AZ201106,Goaltender,N,92894,NUTRICHEM USA INC.,HERBICIDE TERRESTRIAL,Oxyfluorfen,41
AZ210101,Helmquat® 3Sl,Y,74530,"HELM AGRO US, INC.","HERBICIDE, DEFOLIANT, DESICCANT",Paraquat dichloride,43.8
AZ210502,Dibrom 8 Emulsive,N,5481,AMVAC CHEMICAL CORPORATION,"INSECTICIDE, MITICIDE",Naled,62
AZ221001,Bifenture Ec Agricultural Insecticide,N,70506,"UPL NA, INC.",INSECTICIDE,Bifenthrin,25.1
AZ230101,Gramoxone 3Lb,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE,Paraquat dichloride,43.9
CA000006,Dibrom 8 Emulsive,N,5481,AMVAC CHEMICAL CORPORATION,nan,Naled,62
CA010001,Garlon* 3A,N,62719,CORTEVA AGRISCIENCE LLC,nan,"Triclopyr, triethylamine salt",44.4
CA010018,Gibgro 20% Powder,N,55146,"NUFARM AMERICAS, INC.",nan,Gibberellic acid,20
CA010020,Sonar A.S.,N,67690,SEPRO CORPORATION,nan,Fluridone,41.7
CA010021,Treflan H.F.P.,N,10163,"GOWAN COMPANY, LLC",nan,Trifluralin,43
CA010022,Dual Magnum Herbicide,N,100,"SYNGENTA CROP PROTECTION, LLC",nan,S-Metolachlor,83.7
CA020001,Pyrenone Crop Spray,N,56984,CALIFORNIA DEPT. OF PUBLIC HEALTH,nan,Pyrethrins / Piperonyl butoxide,"6, 60"
CA020007,Aim Herbicide,N,279,FMC CORPORATION ,"DEFOLIANT, DESICCANT, HERBICIDE TERRESTRIAL",Carfentrazone-ethyl,40
CA020008,Aim Herbicide,N,279,FMC CORPORATION ,"DEFOLIANT, DESICCANT, HERBICIDE TERRESTRIAL",Carfentrazone-ethyl,40
CA020017,Captan 50 Wettable Powder,N,66330,ARYSTA LIFESCIENCE NORTH AMERICA LLC,nan,Captan,48.9
CA030001,Topsin M Wsb,N,8033,"NIPPON SODA CO., LTD.",nan,Thiophanate-methyl,70
CA030003,Goal 2Xl Herbicide,N,92894,NUTRICHEM USA INC.,nan,Oxyfluorfen,23
CA030004,Dual Magnum Herbicide,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE TERRESTRIAL,S-Metolachlor,83.7
CA040002,Dormex,N,54555,ALZCHEM TROSTBERG GMBH,REGULATOR,Cyanamide,50
CA040007,Onager 1E,N,10163,"GOWAN COMPANY, LLC",MITICIDE,Hexythiazox,11.8
CA040012,Reward Landscape And Aquatic Herbicide,N,100,"SYNGENTA CROP PROTECTION, LLC","HERBICIDE TERRESTRIAL, HERBICIDE AQUATIC, ALGAECIDE",Diquat dibromide,37.3
CA040013,Comite,N,400,"MACDERMID AGRICULTURAL SOLUTIONS, INC.",MITICIDE,Propargite,73.6
CA040022,Mavrik Aquaflow Insecticide/Miticide,N,2724,WELLMARK INTERNATIONAL,"INSECTICIDE, MITICIDE",Fluvalinate,22.3
CA050002,Diazinon Ag 500,N,59623,CALIFORNIA DEPT. OF FOOD AND AGRICULTURE,"INSECTICIDE, MITICIDE",Diazinon,48
CA050004,Princep 4L,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE TERRESTRIAL,Simazine,41.9
CA050007,Shark Herbicide,N,279,FMC CORPORATION ,"DEFOLIANT, DESICCANT, HERBICIDE TERRESTRIAL",Carfentrazone-ethyl,40
CA050011,Dibrom 8 Emulsive,N,5481,AMVAC CHEMICAL CORPORATION,"INSECTICIDE, MITICIDE",Naled,62
CA060002,Imidan 70-W,N,10163,"GOWAN COMPANY, LLC","INSECTICIDE, MITICIDE, MOLLUSCICIDE AND TADPOLE SHRIMP",Phosmet,70
CA060003,Devrinol 50-Df Selective Herbicide,N,70506,"UPL NA, INC.",HERBICIDE TERRESTRIAL,Napropamide,50
CA060006,Rozol Pellets,Y,7173,"LIPHATECH, INC.","POISON, MULTIPLE DOSE",Chlorophacinone,0.005
CA060007,Mocap Ec Nematicide - Insecticide,N,5481,AMVAC CHEMICAL CORPORATION,"NEMATICIDE, INSECTICIDE, MITICIDE",Ethoprop,69.6
CA060012,Gourmet Liquid Ant Bait,N,73766,INNOVATIVE PEST CONTROL PRODUCTS ,"INSECT GROWTH REGULATOR, INSECTICIDE, MITICIDE","Boron sodium oxide (B8Na2O13), tetrahydrate  (12280-03-4)",1
CA060016,Merit 1 G Greenhouse And Nursery Insecticide,N,432,BAYER ENVIRONMENTAL SCIENCE,"INSECTICIDE, MITICIDE",Imidacloprid,1
CA060017,Admire Pro Systemic Protectant,N,264,BAYER CROPSCIENCE LP,INSECTICIDE,Imidacloprid,42.8
CA060018,Roundup Weathermax Herbicide,N,524,BAYER CROPSCIENCE LP,HERBICIDE TERRESTRIAL,"Glycine, N-(phosphonomethyl)- potassium salt",48.8
CA060019,Dual Magnum Herbicide,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE TERRESTRIAL,S-Metolachlor,83.7
CA060022,Profume,N,1015,DOUGLAS PRODUCTS AND PACKAGING COMPANY LLC,"FUMIGANT, INSECTICIDE, RODENTICIDE",Sulfuryl fluoride,99.8
CA060023,Goaltender,N,92894,NUTRICHEM USA INC.,HERBICIDE TERRESTRIAL,Oxyfluorfen,41
CA060026,Intrepid 2F,N,62719,CORTEVA AGRISCIENCE LLC,"INSECTICIDE, MITICIDE",Methoxyfenozide,22.6
CA060029,Prowl H2O Herbicide,N,241,BASF CORPORATION,HERBICIDE TERRESTRIAL,Pendimethalin,38.7
CA070001,Osprey Herbicide,N,264,BAYER CROPSCIENCE LP,HERBICIDE,Mesosulfuron-methyl,4.5
CA070002,Merit 2F Insecticide,N,432,BAYER ENVIRONMENTAL SCIENCE,"INSECTICIDE, MITICIDE",Imidacloprid,21.4
CA070003,Dow Agrosciences/Profume Gas Fumigant,N,1015,DOUGLAS PRODUCTS AND PACKAGING COMPANY LLC,"FUMIGANT, INSECTICIDE, RODENTICIDE",Sulfuryl fluoride,99.8
CA070005,Raptor Herbicide,N,241,BASF CORPORATION,HERBICIDE TERRESTRIAL,Imazamox,12.1
CA070006,Goaltender,N,92894,NUTRICHEM USA INC.,HERBICIDE TERRESTRIAL,Oxyfluorfen,41
CA070009,Rimon 0.83 Ec,N,66222,"MAKHTESHIM AGAN OF NORTH AMERICA, INC.","INSECTICIDE, MITICIDE, SEX ATTRACTANT OR FEEDING STIMULANT",Novaluron,9.3
CA070011,Talstar Select Insecticide,Y,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE",Bifenthrin,7.9
CA070015,Intrepid 2F,N,62719,CORTEVA AGRISCIENCE LLC,"INSECTICIDE, MITICIDE",Methoxyfenozide,22.6
CA070017,"Amine 4 2,4-D Weed Killer",N,34704,"LOVELAND PRODUCTS, INC.","HERBICIDE TERRESTRIAL, HERBICIDE AQUATIC","2,4-D, dimethylamine salt",46.5
CA080003,Ethephon 2Sc,N,66222,"MAKHTESHIM AGAN OF NORTH AMERICA, INC.",PLANT GROWTH REGULATOR,Ethephon,21.7
CA080006,Dual Magnum Herbicide,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE TERRESTRIAL,S-Metolachlor,83.7
CA080014,Lorsban Advanced,Y,62719,CORTEVA AGRISCIENCE LLC,INSECTICIDE,Chlorpyrifos,40.18
CA080015,Tempo Sc Ultra Insecticide,N,432,BAYER ENVIRONMENTAL SCIENCE,"INSECTICIDE, MITICIDE",beta-Cyfluthrin,11.8
CA080016,Coretect Tree And Shrub Tablet Insecticide,N,432,BAYER ENVIRONMENTAL SCIENCE,INSECTICIDE,Imidacloprid,20
CA080017,Dual Magnum Herbicide,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE TERRESTRIAL,S-Metolachlor,83.7
CA080019,Dual Magnum Herbicide,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE TERRESTRIAL,S-Metolachlor,83.7
CA080021,Tricor Df,N,70506,"UPL NA, INC.",HERBICIDE TERRESTRIAL,Metribuzin,75
CA080024,Eptam® 7E,N,10163,"GOWAN COMPANY, LLC",HERBICIDE TERRESTRIAL,"Carbamothioic acid, dipropyl-, S-ethyl ester",87.8
CA090002,Rally 40Wsp,N,62719,CORTEVA AGRISCIENCE LLC,FUNGICIDE,Myclobutanil,40
CA090004,Success,N,62719,CORTEVA AGRISCIENCE LLC,"INSECTICIDE, MITICIDE",Spinosad,22.8
CA090005,Radiant Sc,N,62719,CORTEVA AGRISCIENCE LLC,"INSECTICIDE, MITICIDE","Spinetoram (minor component (4-methyl)) / Spinetoram (major component (4,5-dihydro))","5.85, 5.85"
CA090006,Entrust,N,62719,CORTEVA AGRISCIENCE LLC,"INSECTICIDE, MITICIDE",Spinosad,80
CA090007,Warrior II With Zeon Technology,Y,100,"SYNGENTA CROP PROTECTION, LLC",INSECTICIDE,lambda-Cyhalothrin,22.8
CA090008,Gwn-3069,N,81880,CANYON GROUP LLC,HERBICIDE,Halosulfuron-methyl,75
CA090011,Dibrom 8 Emulsive,N,59623,CALIFORNIA DEPT. OF FOOD AND AGRICULTURE,"INSECTICIDE, MITICIDE",Naled,62
CA100001,Petro-Canada Purespray Green,N,69526,"PETRO-CANADA LUBRICANTS INC., D/B/A INTELLIGRO","FUNGICIDE, INSECTICIDE, MITICIDE",Mineral oil - includes paraffin oil from 063503,98
CA100004,Dual Magnum Herbicide,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE TERRESTRIAL,S-Metolachlor,83.7
CA100010,Orthene 97 Pellets,N,60256,CALIFORNIA SEED ASSOCIATION,"INSECTICIDE, MITICIDE",Acephate,97.4
CA100011,Gwn-1715,N,81880,CANYON GROUP LLC,"INSECTICIDE, MITICIDE",Pyridaben,75
CA100012,Dipel Df Biological Insecticide,N,73049,VALENT BIOSCIENCES LLC,"INSECTICIDE, MICROBIAL PESTICIDE","Bacillus thuringiensis Subsp. Kurstaki, Strain ABTS-351,fermentaion solids, spores, and insecticidal toxins",54
CA110001,Merit 75 Wsp,N,432,BAYER ENVIRONMENTAL SCIENCE,"INSECTICIDE, MITICIDE",Imidacloprid,75
CA110004,Entrust,N,62719,CORTEVA AGRISCIENCE LLC,"INSECTICIDE, MITICIDE",Spinosad,80
CA110005,Grandstand Ca,N,62719,CORTEVA AGRISCIENCE LLC,HERBICIDE TERRESTRIAL,"Triclopyr, triethylamine salt",44.4
CA110008,Chateau Wdg Herbicide,N,88588,CALIFORNIA PEPPER COMMISSION,HERBICIDE TERRESTRIAL,Flumioxazin,51
CA110009,Ethylene,N,69180,"AIRGAS USA, LLC.","BIOCHEMICAL PESTICIDE, REGULATOR",Ethylene,98.5
CA110010,Fusilade DX Herbicide,N,100,"SYNGENTA CROP PROTECTION, LLC",HERBICIDE TERRESTRIAL,Fluazifop-P-butyl,24.5
CA110012,Treflan Tr-10,N,10163,"GOWAN COMPANY, LLC",HERBICIDE TERRESTRIAL,Trifluralin,10
CA120003,Agri-Mek Sc,N,100,"SYNGENTA CROP PROTECTION, LLC","INSECTICIDE, MITICIDE",Abamectin,8
CA120005,Gramoxone Sl 2.O,N,100,"SYNGENTA CROP PROTECTION, LLC","HERBICIDE, DEFOLIANT, DESICCANT",Paraquat dichloride,30.1
CA120006,Telone II,Y,95290,SALT LAKE HOLDING LLC,"INSECTICIDE, SOIL FUMIGANT, FUNGICIDE AND NEMATICIDE",Telone,97.5
CA120007,Progibb 40% Plant Growth Regulator Water Soluble Granule,N,71281,PARAMOUNT FARMING COMPANY,REGULATOR,Gibberellic acid,40
CA120008,Direx 4L Adama,N,60217,EASTER LILY RESEARCH FOUNDATION,HERBICIDE TERRESTRIAL,Diuron,40.7
CA120009,Mocap Ec Nematicide - Insecticide,N,5481,AMVAC CHEMICAL CORPORATION,"NEMATICIDE, INSECTICIDE, MITICIDE",Ethoprop,69.6
CA130001,Entrust Sc,N,62719,CORTEVA AGRISCIENCE LLC,INSECTICIDE,Spinosad,22.5
CA130002,Entrust Sc,N,62719,CORTEVA AGRISCIENCE LLC,INSECTICIDE,Spinosad,22.5
CA130004,Milestone,N,62719,CORTEVA AGRISCIENCE LLC,HERBICIDE,Aminopyralid-tripromine,40.6
CA130005,Spirotetramat 240 Sc Greenhouse And Nursery Insecticide/Miticide,N,432,BAYER ENVIRONMENTAL SCIENCE,"INSECTICIDE, MITICIDE",Spirotetramat,22.4
CA130006,Puma,N,5813,"CLOROX CO., THE","FUNGICIDE, BACTERIOCIDE, VIRUCIDE",Sodium hypochlorite,8.25
CA130008,Methyl Bromide 100,N,8536,SOIL CHEMICALS CORPORATION,"POISON, SINGLE DOSE, NEMATICIDE, FUMIGANT, INSECTICIDE, MITICIDE",Methyl bromide    (NO INERT USE),100
CA130010,Tame 2.4 Ec Spray,N,59639,VALENT U.S.A. LLC,"INSECTICIDE, MITICIDE",Fenpropathrin,30.9
CA130011,Brigade Wsb Insecticide/Miticide,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE",Bifenthrin,10
CA130012,Direx 4L,N,66222,"MAKHTESHIM AGAN OF NORTH AMERICA, INC.",HERBICIDE TERRESTRIAL,Diuron,40.7
CA130013,Copper Sulfate Crystals,N,56576,CHEM ONE LTD.,"FUNGICIDE, HERBICIDE TERRESTRIAL, HERBICIDE AQUATIC, INSECTICIDE, MITICIDE, ALGAECIDE, MOLLUSCICIDE AND TADPOLE SHRIMP",Copper sulfate pentahydrate,99
CA140002,Splat-Mat Spinosad Me,N,59623,CALIFORNIA DEPT. OF FOOD AND AGRICULTURE,"ATTRACTANT, INSECTICIDE",Spinosad / Methyleugenol,"2, 51"
CA140004,Movento,N,264,BAYER CROPSCIENCE LP,INSECTICIDE,Spirotetramat,22.4
CA140006,Beleaf 50Sg Insecticide,N,71512,ISK BIOSCIENCES CORPORATION,INSECTICIDE,Flonicamid,50
CA140008,Aim Ew,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Carfentrazone-ethyl,21.3
CA150001,Zinc Phosphide Concentrate,Y,56228,U.S. DEPARTMENT OF AGRICULTURE,"POISON, SINGLE DOSE, RODENTICIDE",Zinc phosphide  (Zn3P2),63.2
CA150002,Pindar Gt,N,62719,CORTEVA AGRISCIENCE LLC,HERBICIDE,Penoxsulam / Oxyfluorfen,"0.85, 40.31"
CA150006,Sureguard Herbicide,N,59639,VALENT U.S.A. LLC,HERBICIDE TERRESTRIAL,Flumioxazin,51
CA150007,Provide 10Sg,N,71281,PARAMOUNT FARMING COMPANY,PLANT GROWTH REGULATOR,Gibberellin A4 mixt. with Gibberellin A7,10
CA150008,Prowl H2O Herbicide,N,241,BASF CORPORATION,HERBICIDE TERRESTRIAL,Pendimethalin,38.7
CA160001,Methyl Bromide 100,N,8536,SOIL CHEMICALS CORPORATION,"POISON, SINGLE DOSE, NEMATICIDE, FUMIGANT, INSECTICIDE, MITICIDE",Methyl bromide    (NO INERT USE),100
CA160002,Cleantraxx,N,62719,CORTEVA AGRISCIENCE LLC,HERBICIDE,Penoxsulam / Oxyfluorfen,"0.85, 40.31"
CA170001,Puma,N,5813,"CLOROX CO., THE","FUNGICIDE, BACTERIOCIDE, VIRUCIDE",Sodium hypochlorite,8.25
CA170002,Methyl Bromide 100,N,8536,SOIL CHEMICALS CORPORATION,"POISON, SINGLE DOSE, NEMATICIDE, FUMIGANT, INSECTICIDE, MITICIDE",Methyl bromide    (NO INERT USE),100
CA170004,Closer Sc,N,62719,CORTEVA AGRISCIENCE LLC,"INSECTICIDE, MITICIDE",Sulfoxaflor,21.8
CA170009,Aspergillus Flavus Af36 Prevail,N,71693,ARIZONA COTTON RESEARCH AND PROTECTION COUNCIL,FUNGICIDE,Aspergillus flavus strain AF36,0.0008
CA170011,Rd 1617 Herbicide,N,524,BAYER CROPSCIENCE LP,HERBICIDE,"Glycine, N-(phosphonomethyl)- potassium salt",48.7
CA170012,Methyl Bromide Quarantine Fumigant,N,8536,SOIL CHEMICALS CORPORATION,"POISON, SINGLE DOSE, DISINFECTANT, FUMIGANT, HERBICIDE TERRESTRIAL, INSECTICIDE, MITICIDE, MOLLUSCICIDE AND TADPOLE SHRIMP, FUNGICIDE AND NEMATICIDE",Methyl bromide    (NO INERT USE),100
CA170013,Shield Potato Sprout Inhibitor Emulsifiable Concentrate,N,60217,EASTER LILY RESEARCH FOUNDATION,REGULATOR,Chlorpropham,36
CA170014,DCC Captan 4L,N,19713,DREXEL CHEMICAL COMPANY,FUNGICIDE,Captan,38.5
CA180001,Progibb LV Plus Plant Growth Regulator Solution,N,73049,VALENT BIOSCIENCES LLC,PLANT GROWTH REGULATOR,Gibberellic acid,5.7
CA180002,Pure Bright Germicidal Ultra Bleach,N,70271,KIK INTERNATIONAL LLC,"POISON, SINGLE DOSE, DISINFECTANT, SANITIZER, FUNGICIDE, ALGAECIDE, MICROBICIDE/MICROBISTAT, FUNGICIDE/FUNGISTAT, VIRUCIDE",Sodium hypochlorite,6
CA180004,"Progibb 40% Plant Growth Regulator, Water Soluble Granule",N,73049,VALENT BIOSCIENCES LLC,REGULATOR,Gibberellic acid,40
CA190001,F8426 Herbicide,N,279,FMC CORPORATION ,"HERBICIDE TERRESTRIAL, ALGAECIDE",Carfentrazone-ethyl,21.3
CA190002,M-Pede Insecticide Miticide Fungicide,N,10163,"GOWAN COMPANY, LLC","REPELLENT, FUNGICIDE, INSECTICIDE, MITICIDE",Potassium laurate,49
CA200001,Orondis,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Oxathiapiprolin,18.7
CA200002,Syllit 65Wg,N,70506,"UPL NA, INC.",FUNGICIDE/FUNGISTAT,Dodine,65
CA200003,Procure 480Sc,N,70506,"UPL NA, INC.",FUNGICIDE,Triflumizole,42.14
CA200004,Merivon Xemium Brand Fungicide,N,7969,BASF CORPORATION,FUNGICIDE/FUNGISTAT,Pyraclostrobin / Fluxapyroxad,"21.26, 21.26"
CA200005,Uvasys,N,68506,TESSARA (PTY) LTD,FUNGICIDE,Sodium metabisulfite,36.5
CA200006,Transform Ca,N,62719,CORTEVA AGRISCIENCE LLC,INSECTICIDE,Sulfoxaflor,50
CA200007,Assail 70Wp Insecticide,N,8033,"NIPPON SODA CO., LTD.","INSECTICIDE, MITICIDE",Acetamiprid,70
CA200008,Iprodione 4F Fungicide,N,70506,"UPL NA, INC.",FUNGICIDE,Iprodione,41.6
CA210001,Quadris Top Fungicide,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Difenoconazole / Azoxystrobin,"11.4, 18.2"
CA210002,Inspire Super,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Difenoconazole / Cyprodinil,"8.4, 24.1"
CA210003,Stiletto,N,264,BAYER CROPSCIENCE LP,FUNGICIDE,Metalaxyl / Thiram / Carboxin,"1.62, 10, 10"
CA210004,Earthtec,N,64962,"EARTH SCIENCE LABORATORIES, INC.","DISINFECTANT, INSECTICIDE, MITICIDE, MOLLUSCICIDE, ALGAECIDE",Copper sulfate pentahydrate,19.8
CA210005,Dithane F-45,N,62719,CORTEVA AGRISCIENCE LLC,"FUNGICIDE, ALGAECIDE",Mancozeb,37
CA210006,Galigan H2O,N,66222,"MAKHTESHIM AGAN OF NORTH AMERICA, INC.",HERBICIDE,Oxyfluorfen,41
CA210007,Champ Wg,N,55146,"NUFARM AMERICAS, INC.","FUNGICIDE, HERBICIDE TERRESTRIAL, INSECTICIDE, ALGAECIDE",Copper hydroxide,77
CA210008,Captan 4L,N,34704,"LOVELAND PRODUCTS, INC.","FUNGICIDE, INSECTICIDE",Captan,38.75
CA210009,Goaltender®,N,92894,NUTRICHEM USA INC.,HERBICIDE TERRESTRIAL,Oxyfluorfen,41
CA210010,Mentor Ec,N,100,"SYNGENTA CROP PROTECTION, LLC",FUNGICIDE,Propiconazole,9.7
CA220001,Dupont Matrix Sg Herbicide,N,352,CORTEVA AGRISCIENCE LLC,HERBICIDE TERRESTRIAL,Rimsulfuron,25
CA770308,Du Pont Lannate Sp Insecticide,Y,352,CORTEVA AGRISCIENCE LLC,nan,Methomyl,90
CA770431,Dupont Lannate Sp Insecticide,Y,352,CORTEVA AGRISCIENCE LLC,nan,Methomyl,90
CA770495,Du Pont Lannate Sp Insecticide,Y,352,CORTEVA AGRISCIENCE LLC,nan,Methomyl,90
CA780039,Magnacide H Herbicide,Y,10707,"BAKER PETROLITE, LLC",nan,Acrolein,95
CA780136,Du Pont Lannate Sp Insecticide,Y,352,CORTEVA AGRISCIENCE LLC,nan,Methomyl,90
CA780146,P.C.Q. Rat And Mouse Bait,Y,12455,"BELL LABORATORIES, INC",RODENTICIDE,Diphacinone,0.01
CA820083,Comite Agricultural Miticide,N,400,"MACDERMID AGRICULTURAL SOLUTIONS, INC.",nan,Propargite,73.6
CA830012,Malathion Ulv Concentrate Insecticide,N,59623,CALIFORNIA DEPT. OF FOOD AND AGRICULTURE,INSECTICIDE,Malathion  (NO INERT USE),95
CA830024,Comite Agricultural Miticide,N,400,"MACDERMID AGRICULTURAL SOLUTIONS, INC.",nan,Propargite,73.6
CA840006,Sodium Cyanide,Y,39352,WASHBURN & SONS,nan,Gas cartRidge  (as a device for burrowing animal control) / Sodium cyanide,"0, 98"
CA860059,Du Pont Lannate Sp Insecticide,Y,352,CORTEVA AGRISCIENCE LLC,nan,Methomyl,90
CA870069,Thimet 20G Soil And Systemic Insecticide,N,60217,EASTER LILY RESEARCH FOUNDATION,nan,Phorate,20
CA890020,Rodent Bait Diphacinone Treated Grain (0.005%),Y,59623,CALIFORNIA DEPT. OF FOOD AND AGRICULTURE,nan,Diphacinone,0.005
CA890022,Rodent Bait Diphacinone Treated Grain (0.01%),Y,59623,CALIFORNIA DEPT. OF FOOD AND AGRICULTURE,nan,Diphacinone,0.01
CA890023,Rodent Bait Chlorophacinone Treated Grain (0.005%),Y,59623,CALIFORNIA DEPT. OF FOOD AND AGRICULTURE,nan,Chlorophacinone,0.005
CA890024,Rodent Bait - Chlorophacinone Treated Grain (0.01%),N,59623,CALIFORNIA DEPT. OF FOOD AND AGRICULTURE,nan,Chlorophacinone,0.01
CA890027,Rodent Bait Zinc Phosphide Treated Grain (2.0%),Y,59623,CALIFORNIA DEPT. OF FOOD AND AGRICULTURE,RODENTICIDE,Zinc phosphide  (Zn3P2),2
CA890046,Casoron 4G,N,64003,S. H. MERWIN AND SONS INC.,HERBICIDE TERRESTRIAL,Dichlobenil,4
CA900034,Dupont Lannate Sp Insecticide,Y,352,CORTEVA AGRISCIENCE LLC,nan,Methomyl,90
CA910011,Dupont Lannate Sp Insecticide,Y,352,CORTEVA AGRISCIENCE LLC,nan,Methomyl,90
CA910013,Capture 2 Ec,Y,60256,CALIFORNIA SEED ASSOCIATION,nan,Bifenthrin,25.1
CA920002,Promalin Plant Growth Regulator,N,73049,VALENT BIOSCIENCES LLC,nan,Benzyladenine / Gibberellin A4 mixt. with Gibberellin A7,"1.8, 1.8"
CA920005,Basf Poast Herbicide,N,7969,BASF CORPORATION,nan,Sethoxydim,18
CA920007,Carbon Dioxide,N,73596,CALIFORNIA TABLE GRAPE COMMISSION,nan,Carbon dioxide,99.95
CA920017,"Ida, Inc. Knock'Um Off",N,19713,DREXEL CHEMICAL COMPANY,"DEFOLIANT, DESICCANT",Sodium chlorate,47.2
CA930011,Capture 2Ec-Cal,Y,60256,CALIFORNIA SEED ASSOCIATION,nan,Bifenthrin,25.1
CA930022,Rodent Bait Chlorophacinone,Y,59623,CALIFORNIA DEPT. OF FOOD AND AGRICULTURE,INSECTICIDE,Chlorophacinone,0.01
CA940031,Comite Agricultural Miticide,N,400,"MACDERMID AGRICULTURAL SOLUTIONS, INC.",nan,Propargite,73.6
CA950003,Aliette Wdg Fungicide,N,264,BAYER CROPSCIENCE LP,nan,Fosetyl-Al,80
CA960003,Prefar 4-E,N,10163,"GOWAN COMPANY, LLC",nan,Bensulide,46
CA960010,Mavrik Aquaflow Insecticide,N,60256,CALIFORNIA SEED ASSOCIATION,nan,Fluvalinate,22.3
CA960017,Gibgro 4Ls,N,55146,"NUFARM AMERICAS, INC.",nan,Gibberellic acid,4
CA970003,Clean Crop Dimethoate 400,N,34704,"LOVELAND PRODUCTS, INC.",nan,Dimethoate,43.5
CA970008,Aliette Wdg Fungicide,N,264,BAYER CROPSCIENCE LP,nan,Fosetyl-Al,80
CA970009,Dimilin 25W For Cotton/Soybean,N,400,"MACDERMID AGRICULTURAL SOLUTIONS, INC.",nan,Diflubenzuron,25
CA970013,Aliette Wdg Fungicide,N,264,BAYER CROPSCIENCE LP,nan,Fosetyl-Al,80
